区,区分,人口,年少人口,0～ 4歳,5～ 9,10～14,生産年齢  人    口,15～19歳,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,老年人口,65～69歳,70～74,75～79,80～84,85～89,90～94,95～99,100歳  以上
北区,新琴似５条１６丁目,292,36,7,12,17,134,14,6,4,11,14,21,22,16,16,10,122,26,38,30,12,13,2,1,-
北区,新琴似５条１７丁目,457,27,4,9,14,300,17,30,17,12,12,22,26,43,65,56,130,35,40,29,16,8,2,-,-
北区,新琴似６条１丁目,601,50,23,13,14,433,18,57,76,68,34,48,40,42,24,26,118,31,34,32,11,8,2,-,-
北区,新琴似６条２丁目,228,33,8,12,13,124,11,10,9,7,13,20,11,14,17,12,71,20,19,12,13,4,1,2,-
北区,新琴似６条３丁目,138,7,-,3,4,83,4,6,7,6,7,4,13,13,14,9,48,12,3,8,13,9,1,1,1
北区,新琴似６条４丁目,329,76,15,25,36,205,27,10,15,11,10,43,44,20,13,12,48,11,12,5,7,11,2,-,-
北区,新琴似６条５丁目,298,45,9,21,15,154,7,9,3,14,13,20,34,24,16,14,99,23,23,19,19,6,7,2,-
北区,新琴似６条６丁目,295,24,7,6,11,185,14,17,16,8,18,24,31,20,20,17,86,21,20,16,11,9,6,3,-
北区,新琴似６条７丁目,265,20,4,5,11,148,15,6,7,11,10,18,26,13,20,22,97,18,28,19,11,12,8,1,-
北区,新琴似６条８丁目,280,28,8,10,10,142,8,16,5,10,17,13,25,18,13,17,110,21,29,27,16,12,3,2,-
北区,新琴似６条９丁目,321,52,19,20,13,141,10,9,4,17,18,17,15,10,21,20,128,21,39,23,21,14,9,1,-
北区,新琴似６条１０丁目,184,10,4,4,2,103,6,6,4,15,9,5,10,15,16,17,71,22,16,9,5,8,9,2,-
北区,新琴似６条１１丁目,344,37,15,8,14,192,14,16,14,14,18,26,31,17,18,24,115,27,25,26,18,9,6,3,1
北区,新琴似６条１２丁目,382,68,12,28,28,193,13,10,13,14,24,37,31,22,17,12,121,30,35,26,15,9,5,1,-
北区,新琴似６条１３丁目,342,44,9,15,20,206,21,14,12,11,26,27,44,14,20,17,92,22,28,16,12,6,6,1,1
北区,新琴似６条１４丁目,320,22,6,9,7,161,10,10,10,11,14,12,21,22,21,30,137,37,29,23,18,17,11,2,-
北区,新琴似６条１５丁目,334,28,8,12,8,175,12,11,14,15,16,19,19,26,17,26,131,29,43,18,13,18,5,3,2
北区,新琴似６条１６丁目,370,38,16,11,11,209,22,14,16,15,25,21,30,29,19,18,123,24,32,36,19,8,3,1,-
北区,新琴似６条１７丁目,341,27,10,9,8,216,11,15,16,14,18,22,22,39,32,27,98,33,23,16,10,13,2,1,-
北区,新琴似７条１丁目,458,38,12,14,12,261,15,16,15,24,16,22,33,38,46,36,159,33,55,35,18,9,5,4,-
北区,新琴似７条２丁目,762,56,19,23,14,501,24,44,34,48,67,57,56,62,60,49,205,58,54,30,38,14,9,2,-
北区,新琴似７条３丁目,94,9,4,3,2,59,2,7,6,9,3,8,4,6,7,7,26,5,6,7,4,2,1,1,-
北区,新琴似７条４丁目,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
北区,新琴似７条５丁目,230,17,4,4,9,140,19,13,7,5,13,15,17,19,17,15,73,21,18,14,9,7,3,1,-
北区,新琴似７条６丁目,186,16,4,4,8,110,7,9,11,11,12,11,9,15,16,9,60,13,17,9,11,6,2,2,-
北区,新琴似７条７丁目,177,14,4,6,4,110,16,4,6,9,10,8,13,18,8,18,53,8,18,11,6,6,3,1,-
北区,新琴似７条８丁目,199,29,4,11,14,100,6,5,5,7,9,14,17,12,9,16,70,19,19,15,6,8,1,2,-
北区,新琴似７条９丁目,247,17,2,9,6,135,11,10,7,8,14,12,20,13,25,15,95,16,27,16,18,14,4,-,-
北区,新琴似７条１０丁目,174,23,2,12,9,99,9,5,8,9,13,16,13,11,9,6,52,13,11,7,8,12,1,-,-
北区,新琴似７条１１丁目,309,37,9,16,12,185,13,12,18,13,25,18,23,23,19,21,87,20,22,13,15,13,2,2,-
北区,新琴似７条１２丁目,312,37,11,13,13,136,7,6,4,19,17,12,16,14,16,25,139,20,33,31,31,19,5,-,-
北区,新琴似７条１３丁目,328,44,12,17,15,195,11,14,13,21,17,19,24,24,31,21,89,22,27,15,14,7,3,1,-
北区,新琴似７条１４丁目,326,26,7,8,11,189,20,10,3,11,14,27,23,21,24,36,111,21,20,21,15,19,13,1,1
北区,新琴似７条１５丁目,365,34,15,10,9,171,14,10,9,16,25,19,24,19,19,16,160,40,41,28,26,14,7,4,-
北区,新琴似７条１６丁目,372,43,15,14,14,213,11,16,16,14,28,21,29,28,32,18,116,33,32,20,19,6,5,1,-
北区,新琴似７条１７丁目,68,3,1,2,-,40,1,3,2,5,3,3,3,1,8,11,25,7,10,4,2,-,-,2,-
北区,新琴似８条１丁目,670,55,25,13,17,456,17,48,65,54,52,51,56,44,42,27,159,40,55,32,24,8,-,-,-
北区,新琴似８条２丁目,366,27,13,7,7,167,11,8,10,15,17,21,24,25,20,16,172,42,48,39,23,11,8,-,1
北区,新琴似８条３丁目,59,10,5,4,1,33,3,4,2,1,4,3,3,4,4,5,16,1,5,3,3,3,1,-,-
北区,新琴似８条４丁目,263,28,12,8,8,174,9,10,27,13,21,17,22,13,26,16,61,18,10,10,11,8,4,-,-
北区,新琴似８条５丁目,237,26,4,10,12,119,9,7,11,5,15,14,20,14,14,10,92,24,26,14,16,9,3,-,-
北区,新琴似８条６丁目,251,25,5,9,11,151,13,7,10,10,13,14,24,23,16,21,75,20,19,14,13,5,2,2,-
北区,新琴似８条７丁目,239,21,8,8,5,131,10,12,3,12,10,11,17,16,21,19,87,17,21,14,14,16,4,1,-
北区,新琴似８条８丁目,176,15,2,7,6,95,5,10,6,8,12,7,16,11,11,9,66,16,20,11,6,6,4,3,-
北区,新琴似８条９丁目,267,19,5,6,8,165,15,19,13,3,13,16,15,33,14,24,83,17,23,23,11,5,4,-,-
北区,新琴似８条１０丁目,127,22,12,5,5,74,5,6,5,15,14,7,8,4,2,8,31,14,4,2,1,3,5,2,-
北区,新琴似８条１１丁目,222,24,7,8,9,124,11,7,10,10,12,19,14,11,12,18,74,26,16,14,9,5,3,1,-
北区,新琴似８条１２丁目,489,43,13,14,16,249,29,18,14,12,27,25,37,31,27,29,197,45,57,38,22,24,7,4,-
北区,新琴似８条１３丁目,250,28,13,8,7,146,8,12,10,13,14,10,23,16,18,22,76,17,21,10,17,8,3,-,-
北区,新琴似８条１４丁目,200,21,5,10,6,96,8,1,5,7,13,12,11,16,11,12,83,23,17,18,8,13,1,3,-
北区,新琴似８条１５丁目,379,49,17,14,18,213,24,16,10,19,25,24,25,27,18,25,117,34,26,27,12,12,6,-,-
北区,新琴似８条１６丁目,140,13,7,4,2,72,4,5,5,8,11,3,11,10,8,7,55,17,19,8,2,6,3,-,-
北区,新琴似９条１丁目,397,41,19,15,7,266,6,22,25,43,26,34,27,26,32,25,90,24,15,13,17,13,5,3,-
北区,新琴似９条２丁目,856,103,15,42,46,441,31,12,15,18,39,66,79,67,57,57,312,69,102,65,38,21,15,1,1
北区,新琴似９条３丁目,265,43,8,15,20,145,13,10,7,8,22,16,19,23,12,15,77,17,18,13,11,11,5,2,-
北区,新琴似９条４丁目,256,42,15,13,14,157,16,8,9,21,16,13,22,16,25,11,57,12,17,9,11,6,2,-,-
北区,新琴似９条５丁目,163,22,7,8,7,93,7,8,4,6,9,11,16,16,10,6,48,12,15,10,8,1,-,2,-
北区,新琴似９条６丁目,250,48,16,15,17,138,13,5,1,18,12,16,26,15,14,18,64,15,17,8,11,9,3,1,-
北区,新琴似９条７丁目,282,39,15,14,10,149,5,11,7,11,14,25,21,17,14,24,94,28,21,22,8,8,4,3,-
北区,新琴似９条８丁目,278,29,9,10,10,155,15,10,16,11,17,11,24,21,15,15,94,14,25,23,20,7,5,-,-
北区,新琴似９条９丁目,279,44,10,21,13,164,16,7,14,12,30,18,32,11,14,10,71,21,18,10,8,9,5,-,-
北区,新琴似９条１０丁目,213,22,5,7,10,116,15,3,2,10,15,11,18,15,12,15,75,18,16,18,10,9,3,1,-
北区,新琴似９条１１丁目,394,43,9,15,19,198,19,14,7,14,17,26,39,24,24,14,153,32,37,42,21,16,4,-,1
北区,新琴似９条１２丁目,421,51,17,16,18,196,13,10,10,18,29,25,30,18,19,24,174,34,47,36,24,20,10,3,-
北区,新琴似９条１３丁目,355,43,13,16,14,185,8,6,14,20,18,26,30,13,19,31,127,28,43,17,15,13,10,1,-
北区,新琴似９条１４丁目,396,37,14,10,13,221,11,15,16,25,22,26,23,31,24,28,138,36,30,23,25,13,7,3,1
北区,新琴似９条１５丁目,299,37,15,14,8,154,8,14,8,25,17,13,20,16,19,14,108,30,22,24,10,15,7,-,-
北区,新琴似９条１６丁目,422,44,20,10,14,220,13,17,15,15,23,29,22,27,22,37,158,47,48,26,24,7,6,-,-
北区,新琴似１０条１丁目,363,40,15,14,11,235,15,18,12,17,26,21,34,29,35,28,88,25,15,18,11,13,4,2,-
北区,新琴似１０条２丁目,198,24,19,2,3,133,2,9,21,22,21,19,11,10,12,6,41,12,8,7,7,2,3,1,1
北区,新琴似１０条３丁目,322,39,18,9,12,207,13,13,22,30,31,23,31,17,16,11,76,18,19,15,10,9,3,1,1
北区,新琴似１０条４丁目,300,34,14,5,15,187,9,22,20,23,20,21,28,16,12,16,79,12,28,17,11,5,2,2,2
北区,新琴似１０条５丁目,285,30,5,7,18,173,13,7,15,11,15,19,25,23,21,24,82,23,16,18,14,7,2,1,1
北区,新琴似１０条６丁目,319,30,6,11,13,177,19,13,8,12,14,16,28,24,17,26,112,21,23,24,15,15,8,5,1
北区,新琴似１０条７丁目,334,52,12,21,19,183,16,9,6,18,13,36,23,18,28,16,99,23,26,19,16,9,6,-,-
北区,新琴似１０条８丁目,280,28,8,13,7,159,7,6,9,13,17,23,26,17,20,21,93,22,23,25,15,3,2,2,1
北区,新琴似１０条９丁目,299,41,8,16,17,156,18,10,5,10,16,34,25,13,8,17,102,26,25,19,15,6,9,-,2
北区,新琴似１０条１０丁目,62,9,2,6,1,32,1,3,6,2,2,3,2,6,4,3,21,2,7,3,5,3,-,1,-
北区,新琴似１０条１１丁目,247,26,5,5,16,132,20,5,5,7,15,20,22,14,13,11,89,22,25,19,10,6,5,2,-
北区,新琴似１０条１２丁目,451,73,17,30,26,226,30,14,5,16,24,38,36,29,17,17,152,21,39,38,33,12,7,2,-
北区,新琴似１０条１３丁目,430,46,12,15,19,224,17,15,14,13,18,33,39,25,19,31,160,39,44,32,25,12,6,2,-
北区,新琴似１０条１４丁目,466,56,16,28,12,255,20,23,13,19,23,31,36,26,28,36,155,43,37,31,22,10,9,3,-
北区,新琴似１０条１５丁目,434,49,11,16,22,248,30,15,13,14,20,34,46,27,25,24,137,32,34,25,26,7,8,5,-
北区,新琴似１０条１６丁目,421,34,8,12,14,207,13,19,9,9,19,22,29,26,30,31,180,36,50,34,24,20,12,3,1
北区,新琴似１０条１７丁目,157,11,4,2,5,105,17,3,8,6,8,11,13,8,16,15,41,15,15,2,4,5,-,-,-
北区,新琴似１１条１丁目,406,45,14,14,17,233,15,17,23,18,24,33,26,17,28,32,128,31,36,23,13,16,9,-,-
北区,新琴似１１条２丁目,202,19,6,6,7,126,7,9,9,10,13,7,13,15,22,21,57,14,25,14,3,1,-,-,-
北区,新琴似１１条３丁目,192,10,3,1,6,99,11,6,5,4,4,12,13,15,22,7,83,22,14,18,13,9,4,2,1
北区,新琴似１１条４丁目,227,15,4,4,7,117,7,8,11,8,12,9,17,17,16,12,95,23,22,16,15,15,3,1,-
北区,新琴似１１条５丁目,102,15,7,6,2,73,5,4,12,8,3,8,8,13,10,2,14,4,2,4,3,-,1,-,-
北区,新琴似１１条６丁目,80,8,2,3,3,32,3,1,-,1,5,8,5,3,5,1,40,9,8,7,5,9,2,-,-
北区,新琴似１１条７丁目,256,39,19,8,12,157,21,7,14,15,15,12,25,23,17,8,60,15,11,7,12,9,4,2,-
北区,新琴似１１条８丁目,274,41,10,18,13,147,13,12,8,9,22,16,19,14,16,18,86,22,15,15,14,14,3,3,-
北区,新琴似１１条９丁目,272,38,12,15,11,144,6,8,7,11,21,20,18,14,13,26,90,21,25,8,16,6,12,2,-
北区,新琴似１１条１０丁目,272,49,12,27,10,153,8,10,8,16,19,11,17,18,25,21,70,12,15,18,9,12,4,-,-
北区,新琴似１１条１１丁目,349,37,6,17,14,189,14,13,12,12,15,26,41,18,22,16,123,19,36,25,18,13,11,1,-
北区,新琴似１１条１２丁目,404,72,24,31,17,235,18,12,10,30,32,35,29,30,18,21,97,15,32,19,13,10,7,1,-
北区,新琴似１１条１３丁目,458,55,13,21,21,253,29,18,11,13,29,22,39,35,25,32,150,25,43,42,20,14,5,1,-
北区,新琴似１１条１４丁目,404,63,21,21,21,215,17,13,8,16,34,29,28,25,21,24,126,39,29,23,17,15,3,-,-
北区,新琴似１１条１５丁目,270,38,9,13,16,145,16,7,7,11,16,27,26,16,8,11,87,18,26,20,16,4,2,-,1
北区,新琴似１１条１６丁目,393,39,11,11,17,188,14,11,11,14,17,19,32,19,23,28,166,38,52,26,23,16,8,3,-
北区,新琴似１１条１７丁目,293,38,5,16,17,175,11,8,9,8,11,28,24,20,20,36,80,29,24,14,5,4,3,1,-
北区,新琴似１２条１丁目,414,59,17,18,24,272,25,22,19,26,28,37,42,30,21,22,83,18,26,20,13,4,1,1,-
北区,新琴似１２条２丁目,175,28,8,12,8,107,11,7,2,16,9,12,18,10,10,12,40,12,9,5,4,6,2,1,1
北区,新琴似１２条３丁目,246,29,9,12,8,140,12,13,7,17,9,13,16,17,21,15,77,14,21,12,11,9,4,5,1
北区,新琴似１２条４丁目,282,47,17,16,14,149,11,7,10,16,15,27,31,13,10,9,86,21,29,11,8,10,4,3,-
北区,新琴似１２条５丁目,273,48,11,24,13,154,14,14,4,13,20,24,23,8,16,18,71,15,20,12,13,8,3,-,-
北区,新琴似１２条６丁目,219,22,9,7,6,116,7,8,5,7,21,6,20,13,17,12,81,13,26,15,14,9,2,2,-
北区,新琴似１２条７丁目,261,35,13,17,5,141,12,9,7,19,17,10,19,14,23,11,85,15,25,20,17,5,-,3,-
北区,新琴似１２条８丁目,262,24,15,4,5,157,9,11,7,28,21,14,11,17,24,15,81,12,13,18,26,5,5,2,-
北区,新琴似１２条９丁目,279,46,9,14,23,147,10,5,3,8,17,27,24,20,15,18,86,24,22,18,9,7,4,1,1
北区,新琴似１２条１０丁目,234,26,5,8,13,145,9,9,11,15,11,21,23,14,20,12,63,14,18,17,10,2,2,-,-
北区,新琴似１２条１１丁目,358,46,11,15,20,183,15,6,7,19,21,21,31,30,13,20,129,40,28,23,18,13,5,1,1
北区,新琴似１２条１２丁目,376,55,18,18,19,204,20,12,7,17,26,30,31,23,16,22,117,21,36,23,18,14,4,1,-
北区,新琴似１２条１３丁目,301,29,8,9,12,149,12,8,12,13,19,16,20,11,15,23,123,28,38,20,15,12,10,-,-
北区,新琴似１２条１４丁目,418,45,15,12,18,215,23,17,12,15,25,27,32,17,30,17,158,39,43,35,15,16,7,3,-
北区,新琴似１２条１５丁目,342,45,17,14,14,174,9,13,10,14,17,18,21,18,22,32,123,38,21,27,18,12,6,1,-
北区,新琴似１２条１６丁目,470,54,15,23,16,256,23,25,15,17,30,23,37,31,27,28,160,42,46,38,16,9,8,1,-
北区,新琴似１２条１７丁目,149,11,2,3,6,84,10,7,3,2,4,4,19,6,10,19,54,15,16,9,9,1,4,-,-
北区,新琴似町,55,10,-,5,5,27,-,-,1,-,6,4,5,5,1,5,18,6,3,4,3,1,1,-,-
北区,屯田１条１丁目,525,124,67,44,13,330,13,14,25,66,55,53,33,26,20,25,71,20,15,13,11,10,2,-,-
北区,屯田１条２丁目,271,33,8,11,14,152,10,10,6,10,13,23,20,20,24,16,86,28,13,13,16,10,5,-,1
北区,屯田２条１丁目,468,54,26,16,12,253,23,19,22,22,19,24,38,37,33,16,161,39,39,25,21,25,5,7,-
北区,屯田２条２丁目,429,47,11,20,16,218,13,10,10,17,21,26,31,35,24,31,164,33,35,28,29,24,13,2,-
北区,屯田２条３丁目,515,74,18,29,27,259,16,11,17,21,33,33,45,33,26,24,182,32,44,39,30,24,12,1,-
北区,屯田２条４丁目,336,49,19,13,17,170,8,6,13,14,23,25,19,26,18,18,117,14,24,27,24,20,7,1,-
北区,屯田２条５丁目,287,31,6,10,15,153,16,6,5,12,16,14,26,17,18,23,103,33,26,21,9,8,3,3,-
北区,屯田３条１丁目,298,36,14,12,10,170,11,10,22,16,21,14,24,23,16,13,92,19,19,14,18,14,6,2,-
北区,屯田３条２丁目,473,44,6,15,23,270,37,27,12,10,16,16,44,53,33,22,159,26,36,34,30,24,6,3,-
北区,屯田３条３丁目,398,37,10,20,7,176,8,8,14,15,24,20,22,25,21,19,185,41,32,28,38,28,15,2,1
北区,屯田３条４丁目,430,50,12,18,20,242,29,16,15,14,28,23,35,34,21,27,138,38,38,20,14,13,12,2,1
北区,屯田３条５丁目,476,66,18,24,24,229,14,11,21,22,20,35,40,25,20,21,181,41,41,40,36,14,5,4,-
北区,屯田３条６丁目,645,123,33,45,45,351,27,11,13,28,64,54,60,40,30,24,171,32,36,43,37,17,5,1,-
北区,屯田３条７丁目,293,27,8,9,10,146,7,7,8,8,18,20,20,16,18,24,120,23,31,24,21,11,7,2,1
北区,屯田３条８丁目,140,25,9,10,6,64,4,-,4,2,15,8,8,10,5,8,51,4,11,14,9,7,5,1,-
北区,屯田４条１丁目,407,30,11,12,7,235,16,15,17,25,17,25,34,31,32,23,142,30,33,27,30,13,8,1,-
北区,屯田４条２丁目,467,82,31,34,17,249,9,18,17,19,39,29,37,19,30,32,136,35,25,24,25,20,6,1,-
北区,屯田４条３丁目,476,54,14,14,26,216,17,12,10,25,18,29,30,29,26,20,206,42,46,37,34,28,14,4,1
北区,屯田４条４丁目,519,63,19,20,24,269,26,23,13,21,25,19,47,38,34,23,187,41,45,34,36,17,8,6,-
北区,屯田４条５丁目,536,91,38,33,20,297,24,15,21,33,42,36,48,31,24,23,148,29,36,30,23,21,9,-,-
北区,屯田４条６丁目,482,94,39,31,24,260,17,15,17,28,41,39,30,20,33,20,128,27,26,28,21,20,3,1,2
北区,屯田４条７丁目,472,61,28,23,10,240,17,19,17,21,30,38,28,25,25,20,171,40,42,45,20,13,7,4,-
北区,屯田４条８丁目,644,100,35,28,37,368,24,30,26,31,49,49,47,35,42,35,176,44,45,37,27,12,7,4,-
北区,屯田４条９丁目,111,48,24,16,8,63,2,-,5,23,17,10,3,2,-,1,-,-,-,-,-,-,-,-,-
北区,屯田５条１丁目,341,39,12,12,15,159,9,10,11,17,14,30,17,11,20,20,143,39,47,25,13,5,10,4,-
北区,屯田５条２丁目,653,73,20,27,26,351,22,16,35,30,38,52,39,54,34,31,229,49,67,48,32,22,9,2,-
北区,屯田５条３丁目,565,53,14,21,18,325,45,24,23,23,23,31,51,42,36,27,187,38,54,40,31,8,12,3,1
北区,屯田５条４丁目,197,14,4,3,7,121,16,12,3,4,4,8,19,25,15,15,62,9,22,16,9,4,2,-,-
北区,屯田５条５丁目,385,56,23,14,19,208,14,4,13,24,38,33,28,17,16,21,121,26,32,31,21,6,4,1,-
北区,屯田５条６丁目,490,64,15,25,24,250,19,19,17,14,20,48,41,30,21,21,176,39,61,39,21,7,6,3,-
北区,屯田５条７丁目,442,74,21,30,23,247,15,12,17,43,30,39,27,26,24,14,121,25,28,30,17,14,6,1,-
北区,屯田５条８丁目,561,64,26,18,20,336,26,24,25,33,32,31,45,34,49,37,161,34,41,27,29,19,8,3,-
北区,屯田５条９丁目,487,69,13,30,26,253,24,13,10,22,32,37,39,32,23,21,165,37,49,38,21,13,5,2,-
北区,屯田５条１０丁目,514,88,21,35,32,271,19,19,16,22,42,42,43,23,27,18,155,33,44,32,28,11,5,2,-
北区,屯田５条１１丁目,511,59,11,24,24,253,19,21,12,15,29,24,33,32,30,38,199,39,47,56,28,17,8,4,-
北区,屯田５条１２丁目,456,55,18,17,20,206,16,12,11,16,25,30,31,25,19,21,195,32,73,34,36,13,4,2,1
北区,屯田６条１丁目,705,76,20,25,31,409,34,28,18,26,33,58,56,47,49,60,220,73,68,39,23,10,4,3,-
北区,屯田６条２丁目,463,40,9,12,19,279,22,11,22,19,24,17,36,39,42,47,144,46,41,22,17,11,5,2,-
北区,屯田６条３丁目,402,55,22,21,12,267,19,21,22,39,22,22,33,32,35,22,80,40,15,7,4,10,4,-,-
北区,屯田６条４丁目,543,138,39,57,42,325,26,16,10,28,63,61,49,24,23,25,80,30,25,8,3,10,3,1,-
北区,屯田６条５丁目,345,66,18,21,27,195,18,16,7,22,17,30,22,21,19,23,84,35,22,11,6,6,3,1,-
北区,屯田６条６丁目,643,100,35,35,30,386,48,36,30,34,27,49,51,38,38,35,157,42,44,30,23,13,5,-,-
北区,屯田６条７丁目,954,76,19,21,36,618,53,56,54,46,42,57,62,70,102,76,260,84,71,55,22,19,8,1,-
北区,屯田６条８丁目,457,53,12,13,28,296,19,20,18,31,15,32,30,40,39,52,108,46,31,14,13,4,-,-,-
北区,屯田６条９丁目,335,54,23,18,13,213,15,15,21,27,22,26,22,19,19,27,68,21,14,12,10,6,3,2,-
北区,屯田６条１０丁目,429,72,20,26,26,274,16,30,24,29,23,33,39,28,27,25,83,33,18,13,7,6,4,2,-
北区,屯田６条１１丁目,651,61,19,19,23,342,24,30,32,11,17,40,44,56,44,44,248,50,68,49,41,29,8,3,-
北区,屯田６条１２丁目,534,51,12,20,19,263,23,20,17,22,24,20,31,19,41,46,220,48,50,49,33,25,15,-,-
北区,屯田７条１丁目,442,60,10,19,31,329,49,36,12,16,14,31,44,62,40,25,53,16,17,9,7,1,1,2,-
北区,屯田７条２丁目,636,89,32,29,28,437,36,38,33,42,35,39,51,56,51,56,110,43,29,20,9,6,1,2,-
北区,屯田７条３丁目,337,35,9,9,17,240,17,23,19,15,17,26,35,24,36,28,62,21,16,12,9,-,2,1,1
北区,屯田７条４丁目,492,76,23,27,26,329,49,33,15,18,23,40,45,38,35,33,87,28,15,25,9,7,3,-,-
北区,屯田７条５丁目,437,72,9,25,38,298,36,23,14,15,23,38,52,38,29,30,67,25,17,9,4,7,4,-,1
北区,屯田７条６丁目,406,89,21,32,36,253,48,12,11,25,27,38,47,27,10,8,64,15,14,7,13,7,6,2,-
北区,屯田７条７丁目,259,53,15,19,19,133,13,6,12,9,11,20,24,15,13,10,73,11,16,20,17,7,1,1,-
北区,屯田７条８丁目,119,23,7,6,10,71,4,2,10,8,15,3,8,3,8,10,25,8,6,4,1,5,1,-,-
北区,屯田７条９丁目,489,95,21,29,45,320,32,28,12,22,39,60,54,23,25,25,74,21,28,11,5,4,5,-,-
北区,屯田７条１０丁目,709,145,44,54,47,434,49,24,31,50,54,63,69,38,32,24,130,28,26,18,25,16,15,2,-
北区,屯田７条１１丁目,738,188,52,65,71,490,33,32,46,46,71,73,62,46,43,38,60,22,15,10,4,6,2,1,-
北区,屯田７条１２丁目,583,80,32,24,24,403,45,31,38,23,29,29,54,50,54,50,100,28,29,19,10,8,4,2,-
北区,屯田８条１丁目,540,65,17,14,34,388,45,46,20,19,15,47,64,79,41,12,87,36,14,22,7,4,3,1,-
北区,屯田８条２丁目,585,102,29,39,34,413,44,32,29,27,50,45,50,42,62,32,70,26,16,9,12,4,2,1,-
北区,屯田８条３丁目,164,14,2,7,5,119,10,16,8,5,5,10,4,25,19,17,31,12,7,2,6,3,1,-,-
北区,屯田８条４丁目,194,37,7,8,22,146,36,12,3,4,4,15,34,30,6,2,11,7,2,1,-,-,-,1,-
北区,屯田８条５丁目,101,18,1,6,11,73,13,9,1,-,1,14,18,10,5,2,10,1,1,2,3,2,-,1,-
北区,屯田８条６丁目,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
北区,屯田８条７丁目,419,107,31,29,47,285,48,13,18,27,24,52,62,25,11,5,27,7,17,1,1,1,-,-,-
北区,屯田８条８丁目,598,158,29,47,82,408,71,28,8,14,33,80,92,52,22,8,32,4,10,10,6,1,1,-,-
北区,屯田８条９丁目,308,36,11,8,17,106,10,3,3,7,12,14,21,13,12,11,166,20,23,36,34,29,21,3,-
北区,屯田８条１０丁目,279,63,9,24,30,198,35,23,3,1,21,27,43,31,9,5,18,4,3,6,3,2,-,-,-
北区,屯田８条１１丁目,482,95,19,32,44,321,24,23,17,25,29,45,51,41,42,24,66,26,17,4,7,6,4,2,-
北区,屯田８条１２丁目,363,72,23,22,27,247,18,28,22,26,20,24,34,35,22,18,44,14,11,4,6,3,4,2,-
北区,屯田９条１丁目,602,101,29,46,26,356,29,16,16,23,44,42,53,33,49,51,145,42,42,29,17,10,4,1,-
北区,屯田９条２丁目,365,75,9,29,37,235,28,11,8,19,22,32,39,29,26,21,55,12,18,11,6,4,1,3,-
北区,屯田９条３丁目,570,40,5,17,18,408,23,29,20,16,20,20,44,79,79,78,122,32,25,25,13,17,7,2,1
北区,屯田９条４丁目,234,39,7,16,16,106,22,4,3,5,7,9,20,13,13,10,89,15,18,22,18,12,3,1,-
北区,屯田９条５丁目,461,88,21,34,33,253,39,18,6,16,26,53,37,30,19,9,120,25,35,28,20,11,1,-,-
北区,屯田９条６丁目,409,88,18,29,41,301,43,22,24,15,18,49,62,38,19,11,20,4,6,5,3,2,-,-,-
北区,屯田９条７丁目,188,60,20,19,21,123,12,13,9,15,11,22,20,8,8,5,5,1,3,1,-,-,-,-,-
北区,屯田９条８丁目,548,112,27,41,44,306,41,25,12,27,38,47,48,32,20,16,130,27,37,21,23,17,3,2,-
北区,屯田９条９丁目,284,75,28,26,21,171,13,6,17,20,28,32,27,12,11,5,38,3,10,3,9,7,3,3,-
北区,屯田９条１０丁目,630,168,41,50,77,427,57,41,15,24,39,81,82,58,19,11,35,9,10,6,6,3,1,-,-
北区,屯田９条１１丁目,521,118,31,48,39,363,54,31,11,28,39,39,65,51,28,17,40,13,12,8,3,1,3,-,-
北区,屯田９条１２丁目,75,3,2,1,-,41,-,2,3,3,2,3,6,5,11,6,31,8,11,6,3,3,-,-,-
北区,屯田１０条１丁目,176,19,9,4,6,91,3,7,7,13,11,15,11,9,8,7,66,27,23,8,4,1,2,1,-
北区,屯田１０条２丁目,428,48,16,15,17,245,26,17,13,22,24,28,32,25,24,34,135,44,46,21,10,8,4,1,1
北区,屯田１０条３丁目,344,59,10,21,28,235,33,18,12,9,18,25,49,28,30,13,50,11,17,9,6,3,3,1,-
北区,屯田１１条１丁目,150,21,6,6,9,85,11,5,2,6,10,11,11,8,14,7,44,9,8,5,9,7,4,1,1
北区,屯田１１条２丁目,267,36,6,16,14,157,17,7,3,11,17,24,32,18,15,13,74,19,19,20,8,4,3,1,-
北区,屯田１１条３丁目,410,64,20,15,29,250,19,22,21,17,22,33,28,32,34,22,96,22,22,16,10,11,12,3,-
北区,屯田町,96,6,1,1,4,54,2,5,7,5,7,3,1,3,9,12,36,10,4,4,8,9,1,-,-
北区,麻生町１丁目,1063,34,14,15,5,891,22,113,177,139,104,80,88,61,66,41,138,37,38,20,16,12,13,1,1
北区,麻生町２丁目,536,9,6,2,1,407,8,51,72,47,46,42,53,26,35,27,120,31,38,12,14,13,9,3,-
北区,麻生町３丁目,525,12,6,2,4,385,16,42,54,65,28,40,34,33,41,32,128,29,36,25,16,15,7,-,-
北区,麻生町４丁目,751,34,10,12,12,445,14,58,62,46,51,29,61,50,38,36,272,57,83,51,43,19,17,2,-
北区,麻生町５丁目,808,34,16,8,10,553,11,54,74,65,36,63,76,78,54,42,221,57,70,38,28,14,13,1,-
